season,league,round,winner,winner_wins,loser,loser_wins,Favorite,Underdog
1975,NBA,Western Conf Semifinals,Golden State Warriors (1),4,Seattle SuperSonics (4),2,,
1975,NBA,Eastern Conf Finals,Washington Bullets (2),4,Boston Celtics (1),2,,
1975,NBA,Western Conf Finals,Golden State Warriors (1),4,Chicago Bulls (2),3,,
1975,NBA,Finals,Golden State Warriors (1),4,Washington Bullets (2),0,,
1975,ABA,Eastern Div Tiebreak,Kentucky Colonels,1,New York Nets,0,,
1975,ABA,Eastern Div Semifinals,Kentucky Colonels (1),4,Memphis Sounds (4),1,,
1975,ABA,Eastern Div Semifinals,Spirits of St. Louis (3),4,New York Nets (2),1,,
1975,ABA,Western Div Semifinals,Denver Nuggets (1),4,Utah Stars (4),2,,
1975,ABA,Western Div Semifinals,Indiana Pacers (3),4,San Antonio Spurs (2),2,,
1975,ABA,Eastern Div Finals,Kentucky Colonels (1),4,Spirits of St. Louis (3),1,,
1975,ABA,Western Div Finals,Indiana Pacers (3),4,Denver Nuggets (1),3,,
1975,ABA,Finals,Kentucky Colonels (1),4,Indiana Pacers (3),1,,
1974,NBA,Eastern Conf Semifinals,Boston Celtics (1),4,Buffalo Braves (4),2,,
1974,NBA,Eastern Conf Semifinals,New York Knicks (2),4,Capital Bullets (3),3,,
1974,NBA,Western Conf Semifinals,Chicago Bulls (2),4,Detroit Pistons (3),3,,
1974,NBA,Western Conf Semifinals,Milwaukee Bucks (1),4,Los Angeles Lakers (4),1,,
1974,NBA,Eastern Conf Finals,Boston Celtics (1),4,New York Knicks (2),1,,
1974,NBA,Western Conf Finals,Milwaukee Bucks (1),4,Chicago Bulls (2),0,,
1974,NBA,Finals,Boston Celtics (1),4,Milwaukee Bucks (1),3,,
1974,ABA,Western Div Tiebreak,San Diego Conquistadors,1,Denver Rockets,0,,
1974,ABA,Eastern Div Semifinals,Kentucky Colonels (2),4,Carolina Cougars (3),0,,
1974,ABA,Eastern Div Semifinals,New York Nets (1),4,Virginia Squires (4),1,,
1974,ABA,Western Div Semifinals,Indiana Pacers (2),4,San Antonio Spurs (3),3,,
1974,ABA,Western Div Semifinals,Utah Stars (1),4,San Diego Conquistadors (4),2,,
1974,ABA,Eastern Div Finals,New York Nets (1),4,Kentucky Colonels (2),0,,
1974,ABA,Western Div Finals,Utah Stars (1),4,Indiana Pacers (2),3,,
1974,ABA,Finals,New York Nets (1),4,Utah Stars (1),1,,
1973,NBA,Eastern Conf Semifinals,Boston Celtics (1),4,Atlanta Hawks (4),2,,
1973,NBA,Eastern Conf Semifinals,New York Knicks (2),4,Baltimore Bullets (3),1,,
1973,NBA,Western Conf Semifinals,Golden State Warriors (4),4,Milwaukee Bucks (1),2,,
1973,NBA,Western Conf Semifinals,Los Angeles Lakers (2),4,Chicago Bulls (3),3,,
1973,NBA,Eastern Conf Finals,New York Knicks (2),4,Boston Celtics (1),3,,
1973,NBA,Western Conf Finals,Los Angeles Lakers (2),4,Golden State Warriors (4),1,,
1973,NBA,Finals,New York Knicks (2),4,Los Angeles Lakers (2),1,,
1973,ABA,Eastern Div Semifinals,Carolina Cougars (1),4,New York Nets (4),1,,
1973,ABA,Eastern Div Semifinals,Kentucky Colonels (2),4,Virginia Squires (3),1,,
1973,ABA,Western Div Semifinals,Indiana Pacers (2),4,Denver Rockets (3),1,,
1973,ABA,Western Div Semifinals,Utah Stars (1),4,San Diego Conquistadors (4),0,,
1973,ABA,Eastern Div Finals,Kentucky Colonels (2),4,Carolina Cougars (1),3,,
1973,ABA,Western Div Finals,Indiana Pacers (2),4,Utah Stars (1),2,,
1973,ABA,Finals,Indiana Pacers (2),4,Kentucky Colonels (2),3,,
1972,NBA,Eastern Conf Semifinals,Boston Celtics (1),4,Atlanta Hawks (2),2,,
1972,NBA,Eastern Conf Semifinals,New York Knicks (2),4,Baltimore Bullets (1),2,,
1972,NBA,Western Conf Semifinals,Los Angeles Lakers (1),4,Chicago Bulls (2),0,,
1972,NBA,Western Conf Semifinals,Milwaukee Bucks (1),4,Golden State Warriors (2),1,,
1972,NBA,Eastern Conf Finals,New York Knicks (2),4,Boston Celtics (1),1,,
1972,NBA,Western Conf Finals,Los Angeles Lakers (1),4,Milwaukee Bucks (1),2,,
1972,NBA,Finals,Los Angeles Lakers (1),4,New York Knicks (2),1,,
1972,ABA,Eastern Div Semifinals,New York Nets (3),4,Kentucky Colonels (1),2,,
1972,ABA,Eastern Div Semifinals,Virginia Squires (2),4,The Floridians (4),0,,
1972,ABA,Western Div Semifinals,Indiana Pacers (2),4,Denver Rockets (4),3,,
1972,ABA,Western Div Semifinals,Utah Stars (1),4,Dallas Chaparrals (3),0,,
1972,ABA,Eastern Div Finals,New York Nets (3),4,Virginia Squires (2),3,,
1972,ABA,Western Div Finals,Indiana Pacers (2),4,Utah Stars (1),3,,
1972,ABA,Finals,Indiana Pacers (2),4,New York Nets (3),2,,
1971,NBA,Eastern Conf Semifinals,Baltimore Bullets (1),4,Philadelphia 76ers (2),3,,
1971,NBA,Eastern Conf Semifinals,New York Knicks (1),4,Atlanta Hawks (2),1,,
1971,NBA,Western Conf Semifinals,Los Angeles Lakers (1),4,Chicago Bulls (2),3,,
1971,NBA,Western Conf Semifinals,Milwaukee Bucks (1),4,San Francisco Warriors (2),1,,
1971,NBA,Eastern Conf Finals,Baltimore Bullets (1),4,New York Knicks (1),3,,
1971,NBA,Western Conf Finals,Milwaukee Bucks (1),4,Los Angeles Lakers (1),1,,
1971,NBA,Finals,Milwaukee Bucks (1),4,Baltimore Bullets (1),0,,
1971,ABA,Western Div Tiebreak,Texas Chaparrals,1,Denver Rockets,0,,
1971,ABA,Eastern Div Semifinals,Kentucky Colonels (2),4,The Floridians (4),2,,
1971,ABA,Eastern Div Semifinals,Virginia Squires (1),4,New York Nets (3),2,,
1971,ABA,Western Div Semifinals,Indiana Pacers (1),4,Memphis Pros (3),0,,
1971,ABA,Western Div Semifinals,Utah Stars (2),4,Texas Chaparrals (4),0,,
1971,ABA,Eastern Div Finals,Kentucky Colonels (2),4,Virginia Squires (1),2,,
1971,ABA,Western Div Finals,Utah Stars (2),4,Indiana Pacers (1),3,,
1971,ABA,Finals,Utah Stars (2),4,Kentucky Colonels (2),3,,
1970,NBA,Eastern Div Semifinals,Milwaukee Bucks (2),4,Philadelphia 76ers (4),1,,
1970,NBA,Eastern Div Semifinals,New York Knicks (1),4,Baltimore Bullets (3),3,,
1970,NBA,Western Div Semifinals,Atlanta Hawks (1),4,Chicago Bulls (3),1,,
1970,NBA,Western Div Semifinals,Los Angeles Lakers (2),4,Phoenix Suns (4),3,,
1970,NBA,Eastern Div Finals,New York Knicks (1),4,Milwaukee Bucks (2),1,,
1970,NBA,Western Div Finals,Los Angeles Lakers (2),4,Atlanta Hawks (1),0,,
1970,NBA,Finals,New York Knicks (1),4,Los Angeles Lakers (2),3,,
1970,ABA,Eastern Div Semifinals,Indiana Pacers (1),4,Carolina Cougars (3),0,,
1970,ABA,Eastern Div Semifinals,Kentucky Colonels (2),4,New York Nets (4),3,,
1970,ABA,Western Div Semifinals,Denver Rockets (1),4,Washington Capitols (3),3,,
1970,ABA,Western Div Semifinals,Los Angeles Stars (4),4,Dallas Chaparrals (2),2,,
1970,ABA,Eastern Div Finals,Indiana Pacers (1),4,Kentucky Colonels (2),1,,
1970,ABA,Western Div Finals,Los Angeles Stars (4),4,Denver Rockets (1),1,,
1970,ABA,Finals,Indiana Pacers (1),4,Los Angeles Stars (4),2,,
1969,NBA,Eastern Div Semifinals,Boston Celtics (4),4,Philadelphia 76ers (2),1,,
1969,NBA,Eastern Div Semifinals,New York Knicks (3),4,Baltimore Bullets (1),0,,
1969,NBA,Western Div Semifinals,Atlanta Hawks (2),4,San Diego Rockets (4),2,,
1969,NBA,Western Div Semifinals,Los Angeles Lakers (1),4,San Francisco Warriors (3),2,,
1969,NBA,Eastern Div Finals,Boston Celtics (4),4,New York Knicks (3),2,,
1969,NBA,Western Div Finals,Los Angeles Lakers (1),4,Atlanta Hawks (2),1,,
1969,NBA,Finals,Boston Celtics (4),4,Los Angeles Lakers (1),3,,
1969,ABA,Eastern Div Semifinals,Indiana Pacers (1),4,Kentucky Colonels (3),3,,
1969,ABA,Eastern Div Semifinals,Miami Floridians (2),4,Minnesota Pipers (4),3,,
1969,ABA,Western Div Semifinals,New Orleans Buccaneers (2),4,Dallas Chaparrals (4),3,,
1969,ABA,Western Div Semifinals,Oakland Oaks (1),4,Denver Rockets (3),3,,
1969,ABA,Eastern Div Finals,Indiana Pacers (1),4,Miami Floridians (2),1,,
1969,ABA,Western Div Finals,Oakland Oaks (1),4,New Orleans Buccaneers (2),0,,
1969,ABA,Finals,Oakland Oaks (1),4,Indiana Pacers (1),1,,
1968,NBA,Eastern Div Semifinals,Boston Celtics (2),4,Detroit Pistons (4),2,,
1968,NBA,Eastern Div Semifinals,Philadelphia 76ers (1),4,New York Knicks (3),2,,
1968,NBA,Western Div Semifinals,Los Angeles Lakers (2),4,Chicago Bulls (4),1,,
1968,NBA,Western Div Semifinals,San Francisco Warriors (3),4,St. Louis Hawks (1),2,,
1968,NBA,Eastern Div Finals,Boston Celtics (2),4,Philadelphia 76ers (1),3,,
1968,NBA,Western Div Finals,Los Angeles Lakers (2),4,San Francisco Warriors (3),0,,
1968,NBA,Finals,Boston Celtics (2),4,Los Angeles Lakers (2),2,,
1968,ABA,Eastern Div Semifinals,Minnesota Muskies (2),3,Kentucky Colonels (4),2,,
1968,ABA,Eastern Div Semifinals,Pittsburgh Pipers (1),3,Indiana Pacers (3),0,,
1968,ABA,Western Div Semifinals,Dallas Chaparrals (2),3,Houston Mavericks (4),0,,
1968,ABA,Western Div Semifinals,New Orleans Buccaneers (1),3,Denver Rockets (3),2,,
1968,ABA,Eastern Div Finals,Pittsburgh Pipers (1),4,Minnesota Muskies (2),1,,
1968,ABA,Western Div Finals,New Orleans Buccaneers (1),4,Dallas Chaparrals (2),1,,
1968,ABA,Finals,Pittsburgh Pipers (1),4,New Orleans Buccaneers (1),3,,
1967,NBA,Eastern Div Semifinals,Boston Celtics (2),3,New York Knicks (4),1,,
1967,NBA,Eastern Div Semifinals,Philadelphia 76ers (1),3,Cincinnati Royals (3),1,,
1967,NBA,Western Div Semifinals,San Francisco Warriors (1),3,Los Angeles Lakers (3),0,,
1967,NBA,Western Div Semifinals,St. Louis Hawks (2),3,Chicago Bulls (4),0,,
1967,NBA,Eastern Div Finals,Philadelphia 76ers (1),4,Boston Celtics (2),1,,
1967,NBA,Western Div Finals,San Francisco Warriors (1),4,St. Louis Hawks (2),2,,
1967,NBA,Finals,Philadelphia 76ers (1),4,San Francisco Warriors (1),2,,
1966,NBA,Eastern Div Semifinals,Boston Celtics (2),3,Cincinnati Royals (3),2,,
1966,NBA,Western Div Semifinals,St. Louis Hawks (3),3,Baltimore Bullets (2),0,,
1966,NBA,Eastern Div Finals,Boston Celtics (2),4,Philadelphia 76ers (1),1,,
1966,NBA,Western Div Finals,Los Angeles Lakers (1),4,St. Louis Hawks (3),3,,
1966,NBA,Finals,Boston Celtics (2),4,Los Angeles Lakers (1),3,,
1965,NBA,Eastern Div Semifinals,Philadelphia 76ers (3),3,Cincinnati Royals (2),1,,
1965,NBA,Western Div Semifinals,Baltimore Bullets (3),3,St. Louis Hawks (2),1,,
1965,NBA,Eastern Div Finals,Boston Celtics (1),4,Philadelphia 76ers (3),3,,
1965,NBA,Western Div Finals,Los Angeles Lakers (1),4,Baltimore Bullets (3),2,,
1965,NBA,Finals,Boston Celtics (1),4,Los Angeles Lakers (1),1,,
1964,NBA,Eastern Div Semifinals,Cincinnati Royals (2),3,Philadelphia 76ers (3),2,,
1964,NBA,Western Div Semifinals,St. Louis Hawks (2),3,Los Angeles Lakers (3),2,,
1964,NBA,Eastern Div Finals,Boston Celtics (1),4,Cincinnati Royals (2),1,,
1964,NBA,Western Div Finals,San Francisco Warriors (1),4,St. Louis Hawks (2),3,,
1964,NBA,Finals,Boston Celtics (1),4,San Francisco Warriors (1),1,,
1963,NBA,Eastern Div Semifinals,Cincinnati Royals (3),3,Syracuse Nationals (2),2,,
1963,NBA,Western Div Semifinals,St. Louis Hawks (2),3,Detroit Pistons (3),1,,
1963,NBA,Eastern Div Finals,Boston Celtics (1),4,Cincinnati Royals (3),3,,
1963,NBA,Western Div Finals,Los Angeles Lakers (1),4,St. Louis Hawks (2),3,,
1963,NBA,Finals,Boston Celtics (1),4,Los Angeles Lakers (1),2,,
1962,NBA,Eastern Div Semifinals,Philadelphia Warriors (2),3,Syracuse Nationals (3),2,,
1962,NBA,Western Div Semifinals,Detroit Pistons (3),3,Cincinnati Royals (2),1,,
1962,NBA,Eastern Div Finals,Boston Celtics (1),4,Philadelphia Warriors (2),3,,
1962,NBA,Western Div Finals,Los Angeles Lakers (1),4,Detroit Pistons (3),2,,
1962,NBA,Finals,Boston Celtics (1),4,Los Angeles Lakers (1),3,,
1961,NBA,Eastern Div Semifinals,Syracuse Nationals (3),3,Philadelphia Warriors (2),0,,
1961,NBA,Western Div Semifinals,Los Angeles Lakers (2),3,Detroit Pistons (3),2,,
1961,NBA,Eastern Div Finals,Boston Celtics (1),4,Syracuse Nationals (3),1,,
1961,NBA,Western Div Finals,St. Louis Hawks (1),4,Los Angeles Lakers (2),3,,
1961,NBA,Finals,Boston Celtics (1),4,St. Louis Hawks (1),1,,
1960,NBA,Eastern Div Semifinals,Philadelphia Warriors (2),2,Syracuse Nationals (3),1,,
1960,NBA,Western Div Semifinals,Minneapolis Lakers (3),2,Detroit Pistons (2),0,,
1960,NBA,Eastern Div Finals,Boston Celtics (1),4,Philadelphia Warriors (2),2,,
1960,NBA,Western Div Finals,St. Louis Hawks (1),4,Minneapolis Lakers (3),3,,
1960,NBA,Finals,Boston Celtics (1),4,St. Louis Hawks (1),3,,
1959,NBA,Eastern Div Semifinals,Syracuse Nationals (3),2,New York Knicks (2),0,,
1959,NBA,Western Div Semifinals,Minneapolis Lakers (2),2,Detroit Pistons (3),1,,
1959,NBA,Eastern Div Finals,Boston Celtics (1),4,Syracuse Nationals (3),3,,
1959,NBA,Western Div Finals,Minneapolis Lakers (2),4,St. Louis Hawks (1),2,,
1959,NBA,Finals,Boston Celtics (1),4,Minneapolis Lakers (2),0,,
1958,NBA,Eastern Div Semifinals,Philadelphia Warriors (3),2,Syracuse Nationals (2),1,,
1958,NBA,Western Div Semifinals,Detroit Pistons (2),2,Cincinnati Royals (3),0,,
1958,NBA,Eastern Div Finals,Boston Celtics (1),4,Philadelphia Warriors (3),1,,
1958,NBA,Western Div Finals,St. Louis Hawks (1),4,Detroit Pistons (2),1,,
1958,NBA,Finals,St. Louis Hawks (1),4,Boston Celtics (1),2,,
1957,NBA,Western Div Tiebreak,St. Louis Hawks,1,Fort Wayne Pistons,0,,
1957,NBA,Western Div Tiebreak,St. Louis Hawks,1,Minneapolis Lakers,0,,
1957,NBA,Eastern Div Semifinals,Syracuse Nationals (2),2,Philadelphia Warriors (3),0,,
1957,NBA,Western Div Semifinals,Minneapolis Lakers (2),2,Fort Wayne Pistons (3),0,,
1957,NBA,Eastern Div Finals,Boston Celtics (1),3,Syracuse Nationals (2),0,,
1957,NBA,Western Div Finals,St. Louis Hawks (1),3,Minneapolis Lakers (2),0,,
1957,NBA,Finals,Boston Celtics (1),4,St. Louis Hawks (1),3,,
1956,NBA,Eastern Div 3rd Place Tiebreak,Syracuse Nationals,1,New York Knicks,0,,
1956,NBA,Western Div 2nd Place Tiebreak,Minneapolis Lakers,1,St. Louis Hawks,0,,
1956,NBA,Eastern Div Semifinals,Syracuse Nationals (3),2,Boston Celtics (2),1,,
1956,NBA,Western Div Semifinals,St. Louis Hawks (3),2,Minneapolis Lakers (2),1,,
1956,NBA,Eastern Div Finals,Philadelphia Warriors (1),3,Syracuse Nationals (3),2,,
1956,NBA,Western Div Finals,Fort Wayne Pistons (1),3,St. Louis Hawks (3),2,,
1956,NBA,Finals,Philadelphia Warriors (1),4,Fort Wayne Pistons (1),1,,
1955,NBA,Eastern Div Semifinals,Boston Celtics (3),2,New York Knicks (2),1,,
1955,NBA,Western Div Semifinals,Minneapolis Lakers (2),2,Rochester Royals (3),1,,
1955,NBA,Eastern Div Finals,Syracuse Nationals (1),3,Boston Celtics (3),1,,
1955,NBA,Western Div Finals,Fort Wayne Pistons (1),3,Minneapolis Lakers (2),1,,
1955,NBA,Finals,Syracuse Nationals (1),4,Fort Wayne Pistons (1),3,,
1954,NBA,Eastern Div Finals,Syracuse Nationals (1),2,Boston Celtics (2),0,,
1954,NBA,Western Div Finals,Minneapolis Lakers (1),2,Rochester Royals (2),1,,
1954,NBA,Finals,Minneapolis Lakers (1),4,Syracuse Nationals (1),3,,
1953,NBA,Eastern Div Semifinals,Boston Celtics (3),2,Syracuse Nationals (2),0,,
1953,NBA,Eastern Div Semifinals,New York Knicks (1),2,Baltimore Bullets (4),0,,
1953,NBA,Western Div Semifinals,Fort Wayne Pistons (3),2,Rochester Royals (2),1,,
1953,NBA,Western Div Semifinals,Minneapolis Lakers (1),2,Indianapolis Olympians (4),0,,
1953,NBA,Eastern Div Finals,New York Knicks (1),3,Boston Celtics (3),1,,
1953,NBA,Western Div Finals,Minneapolis Lakers (1),3,Fort Wayne Pistons (3),2,,
1953,NBA,Finals,Minneapolis Lakers (1),4,New York Knicks (1),1,,
1952,NBA,Eastern Div Semifinals,New York Knicks (3),2,Boston Celtics (2),1,,
1952,NBA,Eastern Div Semifinals,Syracuse Nationals (1),2,Philadelphia Warriors (4),1,,
1952,NBA,Western Div Semifinals,Minneapolis Lakers (2),2,Indianapolis Olympians (3),0,,
1952,NBA,Western Div Semifinals,Rochester Royals (1),2,Fort Wayne Pistons (4),0,,
1952,NBA,Eastern Div Finals,New York Knicks (3),3,Syracuse Nationals (1),1,,
1952,NBA,Western Div Finals,Minneapolis Lakers (2),3,Rochester Royals (1),1,,
1952,NBA,Finals,Minneapolis Lakers (2),4,New York Knicks (3),3,,
1951,NBA,Eastern Div Semifinals,New York Knicks (3),2,Boston Celtics (2),0,,
1951,NBA,Eastern Div Semifinals,Syracuse Nationals (4),2,Philadelphia Warriors (1),0,,
1951,NBA,Western Div Semifinals,Minneapolis Lakers (1),2,Indianapolis Olympians (4),1,,
1951,NBA,Western Div Semifinals,Rochester Royals (2),2,Fort Wayne Pistons (3),1,,
1951,NBA,Eastern Div Finals,New York Knicks (3),3,Syracuse Nationals (4),2,,
1951,NBA,Western Div Finals,Rochester Royals (2),3,Minneapolis Lakers (1),1,,
1951,NBA,Finals,Rochester Royals (2),4,New York Knicks (3),3,,
1950,NBA,Central Div 1st Place Tiebreak,Minneapolis Lakers,1,Rochester Royals,0,,
1950,NBA,Central Div 3rd Place Tiebreak,Fort Wayne Pistons,1,Chicago Stags,0,,
1950,NBA,Central Div Semifinals,Fort Wayne Pistons (3),2,Rochester Royals (2),0,,
1950,NBA,Central Div Semifinals,Minneapolis Lakers (1),2,Chicago Stags (4),0,,
1950,NBA,Eastern Div Semifinals,New York Knicks (2),2,Washington Capitols (3),0,,
1950,NBA,Eastern Div Semifinals,Syracuse Nationals (1),2,Philadelphia Warriors (4),0,,
1950,NBA,Western Div Semifinals,Anderson Packers (2),2,Tri-Cities Blackhawks (3),1,,
1950,NBA,Western Div Semifinals,Indianapolis Olympians (1),2,Sheboygan Red Skins (4),1,,
1950,NBA,Central Div Finals,Minneapolis Lakers (1),2,Fort Wayne Pistons (3),0,,
1950,NBA,Eastern Div Finals,Syracuse Nationals (1),2,New York Knicks (2),1,,
1950,NBA,Western Div Finals,Anderson Packers (2),2,Indianapolis Olympians (1),1,,
1950,NBA,Semifinals,Minneapolis Lakers (2),2,Anderson Packers (3),0,,
1950,NBA,Finals,Minneapolis Lakers (2),4,Syracuse Nationals (1),2,,
1949,BAA,Eastern Div Semifinals,New York Knicks (2),2,Baltimore Bullets (3),1,,
1949,BAA,Eastern Div Semifinals,Washington Capitols (1),2,Philadelphia Warriors (4),0,,
1949,BAA,Western Div Semifinals,Minneapolis Lakers (2),2,Chicago Stags (3),0,,
1949,BAA,Western Div Semifinals,Rochester Royals (1),2,St. Louis Bombers (4),0,,
1949,BAA,Eastern Div Finals,Washington Capitols (1),2,New York Knicks (2),1,,
1949,BAA,Western Div Finals,Minneapolis Lakers (2),2,Rochester Royals (1),0,,
1949,BAA,Finals,Minneapolis Lakers (2),4,Washington Capitols (1),2,,
1948,BAA,Western Div Tiebreak,Baltimore Bullets,1,Chicago Stags,0,,
1948,BAA,Western Div Tiebreak,Chicago Stags,1,Washington Capitols,0,,
1948,BAA,Quarterfinals,Baltimore Bullets (2),2,New York Knicks (2),1,,
1948,BAA,Quarterfinals,Chicago Stags (3),2,Boston Celtics (3),1,,
1948,BAA,Semifinals,Baltimore Bullets (2),2,Chicago Stags (3),0,,
1948,BAA,Semifinals,Philadelphia Warriors (1),4,St. Louis Bombers (1),3,,
1948,BAA,Finals,Baltimore Bullets (2),4,Philadelphia Warriors (1),2,,
1947,BAA,Quarterfinals,New York Knicks (3),2,Cleveland Rebels (3),1,,
1947,BAA,Quarterfinals,Philadelphia Warriors (2),2,St. Louis Bombers (2),1,,
1947,BAA,Semifinals,Chicago Stags (1),4,Washington Capitols (1),2,,
1947,BAA,Semifinals,Philadelphia Warriors (2),2,New York Knicks (3),0,,
1947,BAA,Finals,Philadelphia Warriors (2),4,Chicago Stags (1),1,,
